student_id,first_name,last_name,school,grade,frl_status,ell_flag,sped_flag,dob
200372,Ava,Moore,sunset,10,Free/Reduced,0,0,2010-03-17
200373,Elijah,Moore,Altura,9,Unknown,0,0,2011-04-09
200374,Isabella,Smith,Riverview,hs-senior,Free/Reduced,0,0,2008-04-14
200375,Amelia,Anderson,Altura,10,Free/Reduced,1,0,2016-07-12
200376,Mateo,Davis ,Pinecrest,3,Paid,0,0,2012-06-17
200377,Elijah,Lopez,Altura,10,Unknown,0,0,2011-09-01
200378,Ava,Garcia,Altura,K,Paid,1,0,2013-06-01
200379,Isabella,Martin,Mosley,hs-senior,Paid,0,1,2009-07-06
200380,Lucas,Brown,Riverview,8,Paid,0,0,2009-09-09
200381,Isabella,Moore,Riverview,10,Free/Reduced,0,0,2017-09-23
200382,Isabella,Moore,Altura,K,Paid,1,0,2017-02-22
200383,Emma,Anderson,Sunset,7,Free/Reduced,0,0,2010-04-30
200384,Sophia,Garcia,Pinecrest,K,Paid,0,0,2016-03-13
200385,Olivia,Taylor,Mosley,1,Free/Reduced,0,0,2010-09-07
200386,Amelia,Lopez,Sunset,8,Unknown,0,0,2010-05-07
200387,Liam,Taylor,Pinecrest,1,Free/Reduced,0,0,2014-04-06
200388,Lucas,Thomas,Pinecrest,5,Free/Reduced,1,0,2017-03-15
200389,Mateo,Taylor,Pinecrest,hs-senior,Free/Reduced,0,0,2008-02-06
200390,Lucas,Martin,Altura,2,Free/Reduced,0,0,2012-04-23
200391,Liam,Davis,Riverview,4,Free/Reduced,0,0,2017-08-24
200392,Olivia,Martin,Riverview,8,Free/Reduced,0,0,2010-09-21
200393,Elijah,Moore,Pinecrest,9,Free/Reduced,1,0,2017-06-03
200394,Olivia,Anderson,Mosley,hs-senior,Unknown,0,1,2008-08-22
200395,Lucas,Johnson,Sunset,1,Paid,1,0,2010-01-30
200396,James,Taylor,Riverview,9,Free/Reduced,1,1,2009-02-01
200397,James,Thomas,Riverview,10,Free/Reduced,0,0,2019-05-23
200398,Noah,Wilson,Sunset,11,Paid,1,0,2017-06-23
200399,Amelia,Thomas,Pinecrest,K,Paid,0,0,2010-04-01
200400,Mateo,Davis,Riverview,K,Free/Reduced,0,0,2011-09-01
200401,Elijah,Lopez,Pinecrest,hs-senior,Free/Reduced,0,0,2010-05-07
200402,Noah,Martinez,Altura,K,Free/Reduced,0,0,2007-12-25
200403,James,Garcia,sunset,6.0,Paid,1,1,2017-10-17
200404,Sophia,Thomas,Pinecrest,10,Free/Reduced,1,0,2012-07-08
200405,Lucas,Jackson,Riverview,10,Paid,0,0,2018-06-29
200406,Mia,Jackson,Riverview,11,Unknown,1,0,2013-08-19
200407,Sophia,Thomas,Pinecrest,8,Free/Reduced,0,0,2019-03-09
200408,Sophia,Martin,Mosley,1,Free/Reduced,1,0,2011-06-22
200409,Elijah,Taylor,Pinecrest,5,Paid,0,0,2018-05-12
200410,Liam,Anderson,Riverview,K,Free/Reduced,1,0,2019-05-17
200411,Benjamin,Anderson,Altura,6.0,Free/Reduced,0,1,2016-04-22
200412,James,Garcia,Mosley,K,Paid,1,0,2015-04-30
200413,Lucas,Martinez,Sunset,9,Paid,1,0,2008-03-24
200414,Lucas,Martin,Mosley,hs-senior,Free/Reduced,0,0,2008-07-06
200415,Emma,Wilson,Sunset,1,Free/Reduced,0,0,2019-07-29
200416,Lucas,Smith,Pinecrest,K,Free/Reduced,0,0,2008-01-31
200417,Mateo,Martinez,Riverview,10,Paid,0,1,2019-03-01
200418,Charlotte,Lopez,Riverview,hs-senior,Paid,0,1,2017-09-12
200419,Liam,Taylor,Altura,2,Free/Reduced,0,0,2016-12-30
200420,Charlotte,Smith,Sunset,8,Unknown,0,0,2018-03-21
200421,Noah,Garcia,Riverview,K,Paid,0,0,2011-03-17
200422,Liam,Jackson,Altura,8,Free/Reduced,0,0,2014-03-14
200423,Emma,Smith ,Mosley,7,Free/Reduced,1,0,2009-06-20
200424,Amelia,Taylor,Pinecrest,11,Paid,0,0,2016-02-19
200425,Mia,Anderson,Pinecrest,4,Paid,0,0,2016-07-25
200426,Liam,Garcia,Sunset,K,Free/Reduced,0,0,2008-01-18
200427,Ava,Davis,Mosley,10,Free/Reduced,0,0,2007-10-20
200428,Lucas,Brown,Sunset,1,Free/Reduced,0,1,2017-12-22
200429,Sophia,Lopez,Mosley,6.0,Paid,0,0,2015-03-24
200430,Lucas,Anderson,Altura,7,Unknown,0,0,2011-05-04
200431,Lucas,Martinez,Mosley,8,Free/Reduced,0,0,2014-05-01
200432,Isabella,Johnson,Riverview,4,Free/Reduced,0,1,2016-11-18
200433,Mateo,Jackson,Pinecrest,1,Free/Reduced,0,0,2017-05-25
200434,Charlotte,Johnson,mosley,K,Unknown,0,0,2019-02-25
200435,Mateo,Moore,Altura,2,Free/Reduced,0,0,2015-11-12
200436,Emma,Taylor,Sunset,9,Free/Reduced,0,0,2010-08-27
200437,Sophia,Smith,Riverview,hs-senior,Free/Reduced,0,0,2008-02-23
200438,Olivia,Smith,Riverview,10,Free/Reduced,1,0,2016-10-25
200439,Noah,Jackson,Riverview,6.0,Unknown,0,0,2010-07-31
200440,Isabella,Johnson,Sunset,1,Free/Reduced,1,0,2015-04-16
200441,Lucas,Martin,Mosley,4,Free/Reduced,0,0,2011-04-30
200442,Ava,Taylor,Sunset,6.0,Free/Reduced,1,0,2014-02-22
200443,James,Wilson,Mosley,9,Paid,0,0,2009-07-22
200444,Benjamin,Thomas,Riverview,3,Paid,0,1,2015-08-22
200445,Olivia,Martinez,Sunset,10,Free/Reduced,0,0,2009-09-11
200446,Isabella,Wilson,Riverview,9,Unknown,0,0,2014-09-03
200447,Mateo,Thomas,Altura,5,Free/Reduced,0,0,2016-08-22
200448,Ava,Lopez,Sunset,K,Free/Reduced,1,0,2010-03-13
200449,Emma,Smith,Mosley,9,Paid,1,0,2009-11-11
200450,Noah,Martinez,Altura,hs-senior,Free/Reduced,0,0,2007-10-31
200451,Charlotte,Thomas,Pinecrest,10,Free/Reduced,1,1,2011-12-20
200452,Benjamin,Thomas,Riverview,4,Free/Reduced,0,1,2010-06-26
200453,Mia,Jackson,Riverview,3,Paid,0,0,2015-09-21
200454,Olivia,Anderson,Altura,9,Free/Reduced,0,0,2016-10-01
200455,Elijah,Martinez,Sunset,10,Free/Reduced,0,0,2009-08-21
200456,Benjamin,Taylor,Sunset,11,Free/Reduced,0,0,2012-06-02
200457,Isabella,Moore,Mosley,2,Free/Reduced,0,0,2017-02-13
200458,Amelia,Wilson,Sunset,8,Free/Reduced,0,0,2008-11-22
200459,James,Johnson,Mosley,8,Paid,0,1,2014-10-21
200460,Ava,Martinez,Altura,5,Free/Reduced,0,0,2011-05-11
200461,Isabella,Smith,Sunset,10,Unknown,0,0,2008-05-08
200462,James,Brown,Riverview,9,Paid,0,0,2010-09-01
200463,Elijah,Wilson,Pinecrest,11,Paid,0,0,2018-02-11
200464,Sophia,Martin,Riverview,11,Free/Reduced,0,0,2015-11-07
200465,Benjamin,Anderson,pinecrest,hs-senior,Free/Reduced,0,1,2015-03-26
200466,Charlotte,Anderson,Sunset,11,Free/Reduced,1,0,2014-10-18
200467,Olivia,Garcia,Pinecrest,8,Free/Reduced,0,0,2018-12-27
200468,Mateo,Lopez,Riverview,7,Paid,0,0,2016-09-19
200469,Liam,Martin,Pinecrest,6.0,Paid,0,0,2013-01-07
200470,Elijah,Anderson ,Sunset,10,Paid,1,0,2018-01-18
200471,Mia,Martinez,Mosley,10,Free/Reduced,0,0,2012-12-08
200472,James,Thomas,Pinecrest,10,Paid,0,1,2017-05-27
200473,Emma,Davis,Sunset,5,Free/Reduced,0,0,2009-05-08
200474,Mateo,Anderson,Mosley,3,Free/Reduced,1,0,2016-08-22
200475,Ava,Thomas,Sunset,6.0,Paid,0,0,2008-09-18
200476,Benjamin,Davis,Riverview,9,Paid,0,0,2019-04-22
200477,Emma,Thomas,Mosley,9,Paid,0,0,2011-01-13
200478,Noah,Lopez,Pinecrest,10,Paid,0,0,2009-10-08
200479,Emma,Davis,Altura,11,Free/Reduced,0,0,2009-07-21
200480,Olivia,Anderson,Pinecrest,11,Free/Reduced,1,1,2019-07-05
200481,Liam,Johnson,Sunset,11,Paid,1,0,2012-04-02
200482,Mateo,Jackson,Sunset,11,Paid,1,0,2017-11-13
200483,James,Jackson,Altura,K,Free/Reduced,0,0,2015-06-21
200484,Olivia,Davis,Altura,hs-senior,Paid,0,0,2018-03-06
200485,Mateo,Thomas,Riverview,9,Paid,0,0,2012-01-14
200486,James,Brown,Riverview,10,Free/Reduced,0,0,2009-06-12
200487,Benjamin,Johnson,Mosley,8,Free/Reduced,1,1,2013-09-26
200488,Noah,Davis,Sunset,K,Free/Reduced,0,0,2010-09-03
200489,Emma,Moore,Riverview,9,Paid,0,0,2012-10-18
200490,Ava,Lopez,Sunset,2,Paid,0,0,2019-02-18
200491,Benjamin,Martin,Altura,9,Free/Reduced,0,0,2011-04-12
200492,Olivia,Garcia,Pinecrest,8,Free/Reduced,0,0,2009-11-13
200493,Ava,Davis,Sunset,1,Paid,0,0,2014-03-15
200494,Noah,Lopez,Pinecrest,9,Free/Reduced,1,1,2010-04-01
200495,Mateo,Martinez,Pinecrest,11,Free/Reduced,0,0,2008-12-08
200496,Charlotte,Lopez,sunset,hs-senior,Paid,0,0,2018-03-23
200497,Isabella,Martin,Mosley,8,Paid,0,0,2009-10-02
200498,Noah,Johnson,Mosley,1,Free/Reduced,0,1,2013-04-02
200499,Elijah,Wilson,Riverview,4,Paid,0,0,2010-01-09
200500,Elijah,Moore,Pinecrest,6.0,Free/Reduced,0,1,2018-04-01
200501,Olivia,Garcia,Altura,5,Paid,0,0,2017-10-31
200502,Charlotte,Lopez,Sunset,9,Free/Reduced,0,0,2016-06-04
200503,Benjamin,Wilson,Sunset,4,Free/Reduced,0,0,2010-05-18
200504,Isabella,Anderson,Sunset,4,Free/Reduced,0,0,2009-02-11
200505,Mia,Moore,Sunset,11,Free/Reduced,0,0,2015-08-06
200506,Lucas,Wilson,Riverview,3,Free/Reduced,0,0,2016-03-06
200507,Mia,Moore,Riverview,11,Free/Reduced,0,0,2015-07-18
200508,Elijah,Jackson,Pinecrest,11,Free/Reduced,0,0,2008-05-27
200509,Charlotte,Davis,Mosley,8,Free/Reduced,0,0,2011-08-16
200510,Elijah,Moore,Altura,11,Free/Reduced,0,1,2013-12-12
200511,Elijah,Martin,Altura,6.0,Paid,0,0,2009-12-05
200512,Charlotte,Jackson,Pinecrest,2,Paid,0,0,2015-05-11
200513,Noah,Lopez,Sunset,10,Paid,0,0,2014-08-22
200514,James,Smith,Altura,7,Free/Reduced,0,0,2019-03-06
200515,Sophia,Martin,Sunset,hs-senior,Paid,0,0,2008-02-03
200516,Lucas,Jackson,Altura,7,Free/Reduced,0,1,2009-01-10
200517,James,Martin ,Pinecrest,2,Free/Reduced,0,0,2015-11-01
200518,Mia,Garcia,Sunset,7,Paid,0,0,2012-09-22
200519,Noah,Anderson,Pinecrest,2,Free/Reduced,0,0,2012-08-11
200520,Amelia,Smith,Sunset,hs-senior,Free/Reduced,1,0,2016-09-16
200521,Isabella,Martin,Altura,8,Paid,0,0,2012-06-14
200522,Emma,Wilson,Pinecrest,6.0,Free/Reduced,0,0,2011-02-08
200523,Ava,Brown,Riverview,4,Free/Reduced,0,0,2010-01-18
200524,Amelia,Taylor,Sunset,9,Free/Reduced,1,1,2018-01-23
200525,Isabella,Smith,Mosley,hs-senior,Free/Reduced,0,0,2015-03-10
200526,Benjamin,Brown,Mosley,5,Free/Reduced,0,0,2019-06-15
200527,Elijah,Smith,pinecrest,3,Free/Reduced,1,0,2019-04-03
200528,Charlotte,Wilson,Sunset,2,Unknown,0,0,2011-02-25
200529,Elijah,Martin,Altura,hs-senior,Paid,0,0,2019-04-18
200530,Emma,Brown,Sunset,K,Free/Reduced,0,0,2014-03-26
200531,Liam,Garcia,Sunset,4,Free/Reduced,0,0,2012-01-19
200532,Benjamin,Brown,Mosley,6.0,Paid,0,0,2017-05-23
200533,Noah,Davis,Sunset,hs-senior,Free/Reduced,0,0,2010-05-11
200534,Lucas,Thomas,Riverview,hs-senior,Free/Reduced,0,0,2009-02-11
200535,Emma,Moore,Pinecrest,8,Paid,0,0,2010-06-05
200536,Elijah,Lopez,Mosley,10,Free/Reduced,0,0,2011-02-12
200537,Olivia,Jackson,Mosley,11,Paid,0,0,2013-03-04
200538,Amelia,Moore,Pinecrest,10,Paid,0,0,2009-09-01
200539,Isabella,Martin,Mosley,hs-senior,Free/Reduced,0,0,2012-01-05
200540,Lucas,Moore,Riverview,3,Unknown,0,0,2011-08-20
200541,Emma,Smith,Altura,11,Paid,0,0,2013-03-30
200542,Isabella,Jackson,Altura,7,Free/Reduced,1,0,2011-02-14
200543,Elijah,Jackson,Sunset,10,Paid,0,0,2010-08-19
200544,Olivia,Martinez,Pinecrest,9,Free/Reduced,0,0,2017-07-13
200545,Olivia,Davis,Sunset,9,Free/Reduced,1,0,2015-09-29
200546,Amelia,Lopez,Riverview,10,Free/Reduced,0,0,2012-12-22
200547,Noah,Brown,Riverview,11,Paid,0,0,2010-08-09
200548,Ava,Brown,Riverview,6.0,Paid,0,0,2018-05-13
200549,Elijah,Taylor,Altura,hs-senior,Free/Reduced,0,0,2009-09-27
200550,Elijah,Wilson,Pinecrest,4,Free/Reduced,1,0,2010-01-23
200551,Mia,Lopez,Sunset,9,Free/Reduced,0,0,2015-04-12
200552,Sophia,Moore,Riverview,11,Paid,0,1,2014-08-16
200553,Amelia,Garcia,Sunset,7,Free/Reduced,0,0,2012-06-30
200554,Isabella,Garcia,Mosley,11,Paid,1,0,2011-09-15
200555,Ava,Anderson,Mosley,11,Paid,0,0,2013-09-06
200556,Sophia,Taylor,Riverview,10,Unknown,0,0,2009-12-19
200557,Sophia,Thomas,Sunset,3,Free/Reduced,0,0,2015-10-20
200558,Liam,Jackson,riverview,7,Paid,0,0,2013-01-12
200559,Lucas,Martin,Altura,5,Free/Reduced,0,0,2015-09-29
200560,Sophia,Smith,Mosley,11,Paid,0,0,2009-10-23
200561,Ava,Brown,Riverview,K,Paid,0,0,2008-11-04
200562,Charlotte,Thomas,Sunset,6.0,Unknown,0,0,2014-01-17
200563,Charlotte,Wilson,Pinecrest,6.0,Free/Reduced,0,0,2012-07-25
200564,Mateo,Smith ,Mosley,5,Free/Reduced,0,0,2015-06-22
200565,Amelia,Davis,Mosley,11,Free/Reduced,0,0,2016-05-31
200566,James,Martinez,Sunset,7,Paid,0,0,2016-02-18
200567,Emma,Taylor,Pinecrest,8,Paid,0,0,2019-06-29
200568,Liam,Martinez,Pinecrest,8,Free/Reduced,1,0,2012-11-22
200569,James,Garcia,Pinecrest,11,Free/Reduced,0,0,2016-12-28
200570,Lucas,Garcia,Sunset,11,Free/Reduced,0,0,2017-12-05
200571,Olivia,Thomas,Altura,hs-senior,Free/Reduced,0,0,2010-11-14
200572,Isabella,Martin,Riverview,10,Free/Reduced,0,1,2008-06-14
200573,Liam,Taylor,Riverview,6.0,Free/Reduced,0,0,2008-05-02
200574,Charlotte,Taylor,Mosley,2,Free/Reduced,0,0,2010-02-24
200575,Charlotte,Smith,Pinecrest,hs-senior,Free/Reduced,0,0,2010-10-06
200576,Mia,Thomas,Mosley,1,Unknown,0,0,2015-06-13
200577,Ava,Davis,Sunset,9,Paid,0,0,2008-11-17
200578,Isabella,Wilson,Mosley,9,Paid,0,0,2011-02-12
200579,Olivia,Anderson,Pinecrest,K,Paid,0,0,2012-10-25
200580,Lucas,Thomas,Altura,4,Free/Reduced,0,0,2017-03-11
200581,Olivia,Taylor,Sunset,11,Free/Reduced,1,0,2013-08-12
200582,Sophia,Wilson,Riverview,8,Paid,0,0,2014-02-17
200583,Amelia,Davis,Altura,10,Free/Reduced,0,0,2015-04-08
200584,Ava,Jackson,Sunset,hs-senior,Free/Reduced,0,0,2015-01-30
200585,Elijah,Brown,Sunset,K,Paid,0,0,2016-06-18
200586,James,Lopez,Altura,11,Paid,0,0,2013-07-27
200587,Mateo,Garcia,Sunset,4,Free/Reduced,1,0,2009-10-24
200588,Amelia,Brown,Altura,1,Paid,1,0,2008-07-22
200589,Charlotte,Anderson,riverview,9,Unknown,0,0,2009-06-02
200590,Noah,Moore,Altura,2,Unknown,0,0,2014-09-19
200591,Mia,Garcia,Sunset,11,Free/Reduced,0,0,2018-08-10
200592,Noah,Davis,Sunset,9,Free/Reduced,0,0,2012-03-02
200593,Noah,Anderson,Pinecrest,6.0,Unknown,0,0,2017-04-13
200594,Olivia,Moore,Riverview,9,Paid,0,0,2010-01-05
200595,Mia,Thomas,Mosley,4,Paid,0,0,2018-10-15
200596,Sophia,Martin,Altura,4,Unknown,0,0,2015-09-28
200597,Benjamin,Garcia,Mosley,9,Paid,1,0,2018-07-02
200598,Charlotte,Wilson,Altura,hs-senior,Unknown,0,0,2017-08-13
200599,Emma,Martinez,Altura,5,Free/Reduced,0,0,2013-08-03
200600,Olivia,Garcia,Riverview,10,Free/Reduced,0,1,2014-06-12
200601,Sophia,Johnson,Sunset,hs-senior,Free/Reduced,0,0,2015-05-31
200602,Benjamin,Brown,Sunset,hs-senior,Free/Reduced,0,0,2010-04-04
200603,Olivia,Thomas,Sunset,9,Free/Reduced,0,0,2017-06-30
200604,Olivia,Smith,Pinecrest,2,Free/Reduced,0,0,2009-07-04
200605,Ava,Moore,Riverview,2,Paid,0,0,2013-06-19
200606,Benjamin,Johnson,Pinecrest,8,Free/Reduced,1,0,2012-10-13
200607,Lucas,Johnson,Altura,11,Paid,1,0,2017-08-01
200608,Benjamin,Thomas,Riverview,7,Free/Reduced,0,0,2009-07-24
200609,Charlotte,Lopez,Sunset,5,Unknown,0,0,2012-06-01
200610,Elijah,Davis,Riverview,6.0,Unknown,0,1,2011-11-26
200611,Olivia,Martin ,Altura,hs-senior,Free/Reduced,1,0,2012-05-22
200612,Emma,Johnson,Sunset,6.0,Free/Reduced,0,1,2012-07-07
200613,Olivia,Martinez,Pinecrest,11,Free/Reduced,0,0,2016-08-11
200614,Ava,Johnson,Pinecrest,8,Paid,0,0,2016-07-31
200615,Emma,Lopez,Mosley,11,Free/Reduced,0,0,2008-05-22
200616,Isabella,Jackson,Pinecrest,11,Paid,0,0,2016-10-05
200617,Sophia,Thomas,Altura,7,Free/Reduced,0,0,2007-10-05
200618,Olivia,Moore,Riverview,7,Free/Reduced,0,0,2008-08-05
200619,Charlotte,Garcia,Altura,K,Paid,0,1,2013-04-18
200620,Amelia,Martin,pinecrest,K,Free/Reduced,0,0,2017-03-11
200621,Ava,Martinez,Riverview,5,Paid,0,0,2008-07-02
200622,Amelia,Anderson,Altura,2,Free/Reduced,0,0,2019-03-31
200623,Charlotte,Martinez,Pinecrest,2,Free/Reduced,0,0,2017-04-16
200624,Charlotte,Anderson,Altura,5,Paid,0,0,2015-04-11
200625,Ava,Garcia,Altura,1,Unknown,0,0,2017-04-04
200626,Sophia,Martin,Riverview,2,Free/Reduced,0,0,2018-09-24
200627,Sophia,Jackson,Riverview,hs-senior,Free/Reduced,0,0,2018-01-12
200628,Mia,Brown,Mosley,9,Unknown,0,0,2015-09-13
200629,Olivia,Lopez,Altura,3,Paid,0,0,2011-04-05
200630,Mia,Moore,Pinecrest,11,Free/Reduced,0,0,2010-12-05
200631,Olivia,Jackson,Sunset,8,Free/Reduced,0,0,2009-07-16
200632,Benjamin,Wilson,Altura,hs-senior,Paid,1,1,2013-06-13
200633,Olivia,Lopez,Mosley,10,Paid,0,1,2017-11-16
200634,Sophia,Smith,Sunset,3,Free/Reduced,0,0,2009-07-13
200635,Sophia,Johnson,Altura,9,Free/Reduced,0,0,2014-09-24
200636,Isabella,Wilson,Sunset,7,Free/Reduced,0,0,2017-03-04
200637,Amelia,Anderson,Mosley,5,Free/Reduced,1,0,2010-02-18
200638,James,Taylor,Sunset,hs-senior,Free/Reduced,0,0,2019-04-12
200639,Ava,Garcia,Riverview,8,Paid,0,0,2016-06-02
200640,Mateo,Johnson,Pinecrest,8,Paid,0,0,2015-07-29
200641,Ava,Thomas,Mosley,4,Free/Reduced,0,0,2007-10-15
200642,Olivia,Martinez,Riverview,9,Free/Reduced,0,0,2013-04-02
200643,Noah,Johnson,Mosley,6.0,Paid,0,0,2014-12-21
200644,Lucas,Thomas,Pinecrest,K,Free/Reduced,1,0,2009-10-27
200645,Charlotte,Johnson,Pinecrest,11,Free/Reduced,0,0,2007-11-06
200646,Charlotte,Martin,Altura,2,Free/Reduced,1,0,2010-12-01
200647,Elijah,Jackson,Sunset,3,Paid,0,0,2009-03-25
200648,Sophia,Lopez,Pinecrest,9,Unknown,0,0,2018-11-08
200649,Charlotte,Anderson,Altura,5,Free/Reduced,0,1,2015-08-28
200650,Amelia,Thomas,Sunset,6.0,Free/Reduced,0,0,2008-07-21
200651,Mia,Davis,riverview,4,Free/Reduced,0,1,2014-02-27
200652,Charlotte,Anderson,Mosley,10,Free/Reduced,0,0,2014-02-08
200653,Lucas,Davis,Altura,4,Free/Reduced,1,1,2017-12-31
200654,James,Jackson,Pinecrest,10,Free/Reduced,1,0,2013-08-21
200655,James,Martin,Mosley,7,Paid,0,0,2017-05-24
200656,Amelia,Brown,Altura,K,Free/Reduced,0,0,2012-11-07
200657,Benjamin,Taylor,Pinecrest,hs-senior,Free/Reduced,1,0,2018-07-13
200658,James,Wilson ,Sunset,4,Paid,0,0,2014-01-17
200659,Ava,Taylor,Mosley,1,Free/Reduced,1,0,2009-07-21
200660,Charlotte,Garcia,Sunset,5,Free/Reduced,0,1,2008-09-06
200661,Charlotte,Martin,Riverview,7,Paid,1,0,2015-09-18
200662,Elijah,Garcia,Altura,6.0,Paid,0,1,2013-12-12
200663,Elijah,Brown,Sunset,11,Free/Reduced,1,0,2011-03-03
200664,Benjamin,Garcia,Riverview,hs-senior,Free/Reduced,0,0,2010-09-10
200665,Olivia,Lopez,Pinecrest,7,Free/Reduced,0,1,2017-08-18
200666,Benjamin,Jackson,Riverview,6.0,Paid,1,0,2016-06-04
200667,Ava,Taylor,Riverview,4,Paid,0,0,2014-11-23
200668,Sophia,Anderson,Riverview,hs-senior,Free/Reduced,0,0,2011-08-20
200669,Lucas,Johnson,Altura,hs-senior,Paid,0,0,2011-08-16
200670,Mateo,Martin,Pinecrest,10,Free/Reduced,0,0,2013-08-12
200671,Liam,Taylor,Riverview,9,Paid,0,0,2017-09-01
200672,Benjamin,Johnson,Altura,3,Free/Reduced,0,0,2015-12-08
200673,Ava,Martinez,Sunset,11,Paid,0,0,2015-05-11
200674,Liam,Thomas,Altura,11,Free/Reduced,0,0,2017-06-17
200675,Ava,Garcia,Pinecrest,11,Free/Reduced,0,0,2012-10-11
200676,Isabella,Brown,Altura,K,Paid,0,1,2008-04-28
200677,Ava,Wilson,Riverview,3,Free/Reduced,0,0,2017-07-15
200678,Mateo,Garcia,Pinecrest,10,Free/Reduced,1,0,2014-05-16
200679,Sophia,Thomas,Mosley,5,Free/Reduced,0,0,2012-11-23
200680,Mia,Anderson,Altura,hs-senior,Free/Reduced,1,0,2013-01-08
200681,Ava,Brown,Riverview,10,Free/Reduced,0,0,2015-08-05
200682,Amelia,Smith,pinecrest,7,Free/Reduced,1,1,2016-12-20
200683,Amelia,Johnson,Riverview,6.0,Free/Reduced,0,0,2010-06-30
200684,Liam,Jackson,Riverview,11,Paid,0,0,2014-08-23
200685,Isabella,Davis,Pinecrest,3,Free/Reduced,1,0,2018-05-24
200686,Amelia,Taylor,Riverview,K,Free/Reduced,0,1,2012-01-08
200687,Isabella,Smith,Riverview,9,Free/Reduced,0,0,2014-05-27
200688,Liam,Smith,Pinecrest,hs-senior,Paid,0,0,2012-12-09
200689,Lucas,Smith,Riverview,9,Paid,0,0,2009-07-01
200690,Noah,Martinez,Riverview,2,Free/Reduced,0,0,2019-01-12
200691,Lucas,Martin,Pinecrest,3,Free/Reduced,1,0,2013-04-22
200692,Charlotte,Anderson,Sunset,K,Paid,0,0,2019-02-26
200693,Mateo,Martinez,Riverview,1,Free/Reduced,0,0,2013-11-24
200694,Lucas,Johnson,Riverview,4,Paid,0,0,2014-04-12
200695,Benjamin,Wilson,Sunset,4,Free/Reduced,0,0,2010-03-01
200696,Liam,Thomas,Altura,hs-senior,Free/Reduced,0,0,2009-09-04
200697,Noah,Johnson,Riverview,8,Paid,0,0,2008-02-02
200698,Charlotte,Moore,Mosley,10,Paid,0,0,2019-02-17
200699,Ava,Johnson,Pinecrest,3,Paid,0,0,2019-05-13
200700,Elijah,Brown,Riverview,11,Free/Reduced,0,1,2010-08-05
200701,Benjamin,Garcia,Pinecrest,11,Free/Reduced,0,0,2014-07-17
200702,Isabella,Wilson,Sunset,5,Paid,0,0,2015-02-04
200703,Isabella,Martin,Mosley,10,Free/Reduced,0,1,2018-03-03
200704,Isabella,Taylor,Sunset,11,Free/Reduced,1,0,2017-09-09
200705,Elijah,Martin ,Riverview,2,Free/Reduced,0,0,2011-09-20
200706,Sophia,Jackson,Sunset,11,Paid,0,0,2018-04-15
200707,Liam,Garcia,Riverview,5,Unknown,0,0,2017-01-18
200708,Olivia,Johnson,Mosley,11,Paid,0,0,2012-08-02
200709,Noah,Taylor,Pinecrest,1,Free/Reduced,0,0,2011-07-12
200710,Isabella,Martinez,Sunset,8,Paid,0,0,2010-11-16
200711,Lucas,Taylor,Sunset,hs-senior,Paid,0,0,2015-05-27
200712,Amelia,Davis,Riverview,4,Free/Reduced,0,0,2015-11-23
200713,Charlotte,Brown,riverview,K,Free/Reduced,0,0,2016-06-08
200714,Liam,Martinez,Altura,2,Paid,0,0,2016-10-21
200715,Charlotte,Anderson,Sunset,7,Free/Reduced,0,0,2011-11-24
200716,Emma,Garcia,Mosley,10,Free/Reduced,0,0,2010-01-01
200717,Emma,Moore,Mosley,hs-senior,Paid,0,0,2011-02-21
200718,James,Moore,Mosley,11,Free/Reduced,0,0,2010-03-08
200719,Mia,Thomas,Sunset,5,Free/Reduced,0,0,2009-11-09
200720,Mateo,Johnson,Altura,1,Paid,0,0,2007-12-19
200721,Lucas,Garcia,Riverview,hs-senior,Free/Reduced,0,0,2008-04-19
200722,Benjamin,Lopez,Altura,K,Free/Reduced,1,0,2013-11-24
200723,Liam,Garcia,Riverview,8,Paid,0,0,2018-07-09
200724,Benjamin,Moore,Mosley,6.0,Unknown,1,0,2010-03-31
200725,James,Wilson,Riverview,11,Paid,0,0,2016-12-03
200726,Ava,Moore,Pinecrest,K,Free/Reduced,1,0,2016-07-28
200727,James,Brown,Mosley,11,Paid,0,0,2015-12-06
200728,Amelia,Moore,Riverview,11,Paid,0,0,2016-04-25
200729,Amelia,Lopez,Sunset,10,Free/Reduced,1,0,2016-12-23
200730,Noah,Jackson,Mosley,5,Paid,0,0,2015-10-20
200731,Mia,Garcia,Sunset,7,Free/Reduced,0,0,2011-01-27
200732,Emma,Jackson,Altura,hs-senior,Free/Reduced,0,0,2019-05-25
200733,Charlotte,Garcia,Pinecrest,11,Free/Reduced,0,0,2008-05-13
200734,Ava,Moore,Riverview,6.0,Paid,0,0,2014-08-04
200735,Benjamin,Johnson,Sunset,hs-senior,Paid,0,1,2015-07-24
200736,Emma,Smith,Mosley,9,Paid,1,0,2009-06-16
200737,Olivia,Martinez,Riverview,4,Free/Reduced,1,1,2019-06-20
200738,Amelia,Johnson,Pinecrest,6.0,Paid,0,1,2016-03-31
200739,Lucas,Lopez,Mosley,8,Free/Reduced,0,0,2016-02-25
200740,Isabella,Moore,Mosley,4,Free/Reduced,0,0,2008-05-08
200741,Mateo,Wilson,Sunset,11,Free/Reduced,0,0,2010-11-17
200742,Noah,Smith,Mosley,8,Free/Reduced,1,0,2014-04-26
200743,Charlotte,Wilson,Mosley,7,Paid,0,0,2017-01-29
